comment,label
youtube#comment,1857491,37371,5214,3107885,wtf is he gay lmao,,1,2023-08-05 14:15:10+00:00,2023-08-05 14:15:10+00:00
youtube#comment,3808860,18904,40871,139413,🤮🤮🤮🤮🤮🤮🥶,,0,2024-01-23 12:04:05+00:00,2024-01-23 12:04:05+00:00
youtube#comment,2524102,32288,64675,1799167,"its really fucking disgusting to lie to men in order to get them to talk to you. go find someone your own age and stop trapping men in situations that can get them reported to the police and ruin their lives. theres already enough shitty men that go unpunished for their crimes, while people who THINK they've met an adult get charged. smfh",,0,2024-07-30 07:47:23+00:00,2024-07-30 07:47:23+00:00youtube#comment,796898,24136,55433,2132337,Complete bullshit . 😂 lol 🤣  Do people really believe this crap. 😂,,0,2023-06-13 17:23:07+00:00,2023-06-13 17:23:07+00:00
youtube#comment,796898,24136,55433,2132337,Complete bullshit . 😂 lol 🤣  Do people really believe this crap. 😂,,0,2023-06-13 17:23:07+00:00,2023-06-13 17:23:07+00:00
youtube#comment,4702576,805,23761,3079702,Leave the fuck makeup for girls bitch,,0,2023-03-11 19:40:21+00:00,2023-03-11 19:40:21+00:00
youtube#comment,655810,11003,36512,275812,"Trying to enjoy yer vid but damn dude I am hung up on your mom saying you have “childbearing hips”…………… The fuck is wrong w her 😅😅😅",,0,2025-03-27 14:25:46+00:00,2025-03-27 14:25:46+00:00
youtube#comment,4641397,33756,6338,2810860,what the fuck there is no way people actually do this,,0,2023-05-21 00:44:43+00:00,2023-05-21 00:44:43+00:00
youtube#comment,4228857,37371,45456,1671721,Eww that shit looks gay as fuck,,5,2022-12-31 05:55:54+00:00,2022-12-31 05:55:54+00:00
youtube#comment,3557665,805,18615,2141370,bro boys cannot wear makeup you dumb fuck you,,0,2023-03-03 03:18:17+00:00,2023-03-03 03:18:17+00:00
youtube#comment,694680,37371,5214,1464215,bruh this shit is straight up gay who the fuck uses makeup,,0,2023-07-29 21:17:33+00:00,2023-07-29 21:17:33+00:00
youtube#comment,3311186,52419,46642,1677929,bullshit. these are basic yee yee ass haircuts,,0,2021-02-23 20:10:46+00:00,2021-02-23 20:10:46+00:00
youtube#comment,2757454,20111,82728,3575587,"Unpopular opinion,don't nobody give a shit",,0,2025-01-18 08:25:22+00:00,2025-01-18 08:25:22+00:00
youtube#comment,1559416,33644,41846,527215,I feel like thats worse,,0,2023-11-25 16:54:06+00:00,2023-11-25 16:54:06+00:00
youtube#comment,2477421,28656,64693,1885325,How does it get worse with every frame when you are absolutely stunning with or without makeup? ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ The very thought is hilarious ðŸ˜‚ ðŸ˜‚ðŸ˜‚ â¤,,26,2025-06-07 07:35:56+00:00,2025-06-07 07:35:56+00:00
youtube#comment,1280155,28656,64693,3152821,Still waiting for the worse part..,,0,2025-06-22 14:57:33+00:00,2025-06-22 14:57:33+00:00
youtube#comment,2079858,38313,44383,1223937,I’m black and i think im ugly so this makes it worse,,0,2025-01-29 02:57:28+00:00,2025-01-29 02:57:28+00:00
youtube#comment,2790762,10895,6949,182144,"I’m sorry I’m not trying to fat shame you or bully you but promoting being fat isn’t a good thing and being fat also isn’t good for your health, it could lead to multiple health issues. I’m trying to say this in the nicest way possible but at least you’re confident!",,0,2024-02-18 22:27:40+00:00,2024-02-18 22:28:58+00:00
youtube#comment,4065007,37371,64527,986641,Gay as hell,,0,2023-12-23 14:09:47+00:00,2023-12-23 14:09:47+00:00
youtube#comment,1656758,805,23761,1649538,👎👎👎👎👎👎👎,,0,2023-03-08 01:27:19+00:00,2023-03-08 01:27:19+00:00
youtube#comment,3602275,2477,10662,12648,🤢🤢🤢🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,,1,2022-09-12 21:22:42+00:00,2022-09-12 21:22:42+00:00
youtube#comment,3535096,52826,92813,3416385,Personally I would never date a guy who doesn't take care of his skin.,,0,2024-03-30 12:23:30+00:00,2024-03-30 12:23:30+00:00
youtube#comment,3164013,15003,22234,3194138,Why the hell do I think she looks better without a wig on,,0,2023-04-03 04:34:18+00:00,2023-04-03 04:34:18+00:00
youtube#comment,4183178,14492,58800,1596953,Ewwwwwwwwwwww,,0,2023-07-24 01:49:46+00:00,2023-07-24 01:49:46+00:00
youtube#comment,4644291,44973,40228,2994834,You hairs are looking yuk😖😖 and  ugly,,0,2020-07-29 11:19:43+00:00,2020-07-29 11:19:43+00:00
youtube#comment,1549585,52826,92813,3092930,"bruh thats gay, u lucky this aint insta",,0,2024-03-30 05:29:10+00:00,2024-03-30 05:29:10+00:00
youtube#comment,3334130,41734,87087,3135049,These liberal women always crying about some “cultural” war. Lol weak,,1,2025-06-14 14:40:46+00:00,2025-06-14 14:40:46+00:00
